date,datetime,route_name,distance_m,duration_sec,duration_min,avg_speed_kmh,hour,day_of_week,month,year,is_weekend
2024-08-01,2024-08-01 08:00:00,PVT-Globus,9234,2205.17,36.75,15.07,8,3,8,2024,False
2024-08-01,2024-08-01 08:00:00,Yuzhnye_Vorota-Dordoi,12761,3351.34,55.86,13.71,8,3,8,2024,False
2024-08-01,2024-08-01 08:00:00,Dzhal-Osh_Bazar,6848,1572.55,26.21,15.68,8,3,8,2024,False
2024-08-01,2024-08-01 08:00:00,Dordoi-Togolok_Moldo,11543,2816.85,46.95,14.75,8,3,8,2024,False
2024-08-01,2024-08-01 08:00:00,Tunguch-Philharmonia,10660,2493.55,41.56,15.39,8,3,8,2024,False
2024-08-01,2024-08-01 08:00:00,Vefa-Ortosay,8912,1795.78,29.93,17.87,8,3,8,2024,False
2024-08-01,2024-08-01 10:00:00,12_mkr-TSUM,8450,1276.42,21.27,23.83,10,3,8,2024,False
2024-08-01,2024-08-01 10:00:00,Ala_Too_Sq-Asanbai,7956,1248.76,20.81,22.94,10,3,8,2024,False
2024-08-01,2024-08-01 10:00:00,Ak_Orgo-Hyatt_Regency,13119,2342.25,39.04,20.16,10,3,8,2024,False
2024-08-01,2024-08-01 10:00:00,Cosmopark-Vostok_5,6463,881.22,14.69,26.4,10,3,8,2024,False
2024-08-01,2024-08-01 10:00:00,PVT-Globus,9234,1359.17,22.65,24.46,10,3,8,2024,False
2024-08-01,2024-08-01 10:00:00,Yuzhnye_Vorota-Dordoi,12761,2785.71,46.43,16.49,10,3,8,2024,False
2024-08-01,2024-08-01 10:00:00,Dzhal-Osh_Bazar,6848,1071.55,17.86,23.01,10,3,8,2024,False
2024-08-01,2024-08-01 10:00:00,Dordoi-Togolok_Moldo,11543,2258.04,37.63,18.4,10,3,8,2024,False
2024-08-01,2024-08-01 10:00:00,Tunguch-Philharmonia,10660,1817.46,30.29,21.12,10,3,8,2024,False
2024-08-01,2024-08-01 10:00:00,Vefa-Ortosay,8912,1288.29,21.47,24.9,10,3,8,2024,False
2024-08-01,2024-08-01 12:00:00,12_mkr-TSUM,8450,1244.79,20.75,24.44,12,3,8,2024,False
2024-08-01,2024-08-01 12:00:00,Ala_Too_Sq-Asanbai,7956,1000.61,16.68,28.62,12,3,8,2024,False
2024-08-01,2024-08-01 12:00:00,Ak_Orgo-Hyatt_Regency,13119,2277.41,37.96,20.74,12,3,8,2024,False
2024-08-01,2024-08-01 12:00:00,Cosmopark-Vostok_5,6463,799.88,13.33,29.09,12,3,8,2024,False
2024-08-01,2024-08-01 12:00:00,Yuzhnye_Vorota-Dordoi,12761,2020.64,33.68,22.74,12,3,8,2024,False
2024-08-01,2024-08-01 12:00:00,Dzhal-Osh_Bazar,6848,859.07,14.32,28.7,12,3,8,2024,False
2024-08-01,2024-08-01 12:00:00,Dordoi-Togolok_Moldo,11543,2130.2,35.5,19.51,12,3,8,2024,False
2024-08-01,2024-08-01 12:00:00,Tunguch-Philharmonia,10660,1313.28,21.89,29.22,12,3,8,2024,False
2024-08-01,2024-08-01 12:00:00,Vefa-Ortosay,8912,1283.7,21.39,24.99,12,3,8,2024,False
2024-08-01,2024-08-01 14:00:00,12_mkr-TSUM,8450,1229.24,20.49,24.75,14,3,8,2024,False
2024-08-01,2024-08-01 14:00:00,Ala_Too_Sq-Asanbai,7956,962.65,16.04,29.75,14,3,8,2024,False
2024-08-01,2024-08-01 14:00:00,Ak_Orgo-Hyatt_Regency,13119,2137.06,35.62,22.1,14,3,8,2024,False
2024-08-01,2024-08-01 14:00:00,Cosmopark-Vostok_5,6463,809.85,13.5,28.73,14,3,8,2024,False
2024-08-01,2024-08-01 14:00:00,PVT-Globus,9234,1101.96,18.37,30.17,14,3,8,2024,False
2024-08-01,2024-08-01 14:00:00,Yuzhnye_Vorota-Dordoi,12761,2273.38,37.89,20.21,14,3,8,2024,False
2024-08-01,2024-08-01 14:00:00,Dzhal-Osh_Bazar,6848,899.19,14.99,27.42,14,3,8,2024,False
2024-08-01,2024-08-01 14:00:00,Tunguch-Philharmonia,10660,1320.91,22.02,29.05,14,3,8,2024,False
2024-08-01,2024-08-01 14:00:00,Vefa-Ortosay,8912,1180.01,19.67,27.19,14,3,8,2024,False
2024-08-01,2024-08-01 16:00:00,12_mkr-TSUM,8450,1302.57,21.71,23.35,16,3,8,2024,False
2024-08-01,2024-08-01 16:00:00,Ala_Too_Sq-Asanbai,7956,1387.53,23.13,20.64,16,3,8,2024,False
2024-08-01,2024-08-01 16:00:00,Ak_Orgo-Hyatt_Regency,13119,2559.81,42.66,18.45,16,3,8,2024,False
2024-08-01,2024-08-01 16:00:00,Cosmopark-Vostok_5,6463,796.5,13.28,29.21,16,3,8,2024,False
2024-08-01,2024-08-01 16:00:00,PVT-Globus,9234,1413.43,23.56,23.52,16,3,8,2024,False
2024-08-01,2024-08-01 16:00:00,Yuzhnye_Vorota-Dordoi,12761,2619.22,43.65,17.54,16,3,8,2024,False
2024-08-01,2024-08-01 16:00:00,Dzhal-Osh_Bazar,6848,1131.69,18.86,21.78,16,3,8,2024,False
2024-08-01,2024-08-01 16:00:00,Dordoi-Togolok_Moldo,11543,2338.52,38.98,17.77,16,3,8,2024,False
2024-08-01,2024-08-01 16:00:00,Tunguch-Philharmonia,10660,1910.41,31.84,20.09,16,3,8,2024,False
2024-08-01,2024-08-01 18:00:00,12_mkr-TSUM,8450,1766.32,29.44,17.22,18,3,8,2024,False
2024-08-01,2024-08-01 18:00:00,Ak_Orgo-Hyatt_Regency,13119,3924.0,65.4,12.04,18,3,8,2024,False
2024-08-01,2024-08-01 18:00:00,Yuzhnye_Vorota-Dordoi,12761,3394.53,56.58,13.53,18,3,8,2024,False
2024-08-01,2024-08-01 18:00:00,Dzhal-Osh_Bazar,6848,1467.55,24.46,16.8,18,3,8,2024,False
2024-08-01,2024-08-01 18:00:00,Dordoi-Togolok_Moldo,11543,2921.96,48.7,14.22,18,3,8,2024,False
2024-08-01,2024-08-01 18:00:00,Tunguch-Philharmonia,10660,2234.81,37.25,17.17,18,3,8,2024,False
2024-08-01,2024-08-01 18:00:00,Vefa-Ortosay,8912,1915.71,31.93,16.75,18,3,8,2024,False
2024-08-01,2024-08-01 20:00:00,12_mkr-TSUM,8450,1501.93,25.03,20.25,20,3,8,2024,False
2024-08-01,2024-08-01 20:00:00,Ala_Too_Sq-Asanbai,7956,1321.15,22.02,21.68,20,3,8,2024,False
2024-08-01,2024-08-01 20:00:00,Ak_Orgo-Hyatt_Regency,13119,2412.29,40.2,19.58,20,3,8,2024,False
2024-08-01,2024-08-01 20:00:00,PVT-Globus,9234,1427.97,23.8,23.28,20,3,8,2024,False
2024-08-01,2024-08-01 20:00:00,Dzhal-Osh_Bazar,6848,1021.83,17.03,24.13,20,3,8,2024,False
2024-08-01,2024-08-01 20:00:00,Dordoi-Togolok_Moldo,11543,2498.82,41.65,16.63,20,3,8,2024,False
2024-08-01,2024-08-01 20:00:00,Tunguch-Philharmonia,10660,1871.51,31.19,20.51,20,3,8,2024,False
2024-08-01,2024-08-01 20:00:00,Vefa-Ortosay,8912,1440.44,24.01,22.27,20,3,8,2024,False
2024-08-02,2024-08-02 04:00:00,12_mkr-TSUM,8450,759.0,12.65,40.08,4,4,8,2024,False
2024-08-02,2024-08-02 04:00:00,Ala_Too_Sq-Asanbai,7956,733.95,12.23,39.02,4,4,8,2024,False
2024-08-02,2024-08-02 04:00:00,Ak_Orgo-Hyatt_Regency,13119,1647.24,27.45,28.67,4,4,8,2024,False
2024-08-02,2024-08-02 04:00:00,Cosmopark-Vostok_5,6463,563.49,9.39,41.29,4,4,8,2024,False
2024-08-02,2024-08-02 04:00:00,Yuzhnye_Vorota-Dordoi,12761,1427.69,23.79,32.18,4,4,8,2024,False
2024-08-02,2024-08-02 04:00:00,Dzhal-Osh_Bazar,6848,641.05,10.68,38.46,4,4,8,2024,False
2024-08-02,2024-08-02 04:00:00,Dordoi-Togolok_Moldo,11543,1471.92,24.53,28.23,4,4,8,2024,False
2024-08-02,2024-08-02 04:00:00,Tunguch-Philharmonia,10660,952.0,15.87,40.31,4,4,8,2024,False
2024-08-02,2024-08-02 04:00:00,Vefa-Ortosay,8912,846.95,14.12,37.88,4,4,8,2024,False
2024-08-02,2024-08-02 06:00:00,12_mkr-TSUM,8450,889.95,14.83,34.18,6,4,8,2024,False
2024-08-02,2024-08-02 06:00:00,Ala_Too_Sq-Asanbai,7956,781.29,13.02,36.66,6,4,8,2024,False
2024-08-02,2024-08-02 06:00:00,Ak_Orgo-Hyatt_Regency,13119,1547.86,25.8,30.51,6,4,8,2024,False
2024-08-02,2024-08-02 06:00:00,PVT-Globus,9234,923.66,15.39,35.99,6,4,8,2024,False
2024-08-02,2024-08-02 06:00:00,Yuzhnye_Vorota-Dordoi,12761,1742.25,29.04,26.37,6,4,8,2024,False
2024-08-02,2024-08-02 06:00:00,Dzhal-Osh_Bazar,6848,763.68,12.73,32.28,6,4,8,2024,False
2024-08-02,2024-08-02 06:00:00,Dordoi-Togolok_Moldo,11543,1411.56,23.53,29.44,6,4,8,2024,False
2024-08-02,2024-08-02 06:00:00,Tunguch-Philharmonia,10660,1140.71,19.01,33.64,6,4,8,2024,False
2024-08-02,2024-08-02 06:00:00,Vefa-Ortosay,8912,814.53,13.58,39.39,6,4,8,2024,False
2024-08-02,2024-08-02 08:00:00,12_mkr-TSUM,8450,1763.76,29.4,17.25,8,4,8,2024,False
2024-08-02,2024-08-02 08:00:00,Ala_Too_Sq-Asanbai,7956,1733.08,28.88,16.53,8,4,8,2024,False
2024-08-02,2024-08-02 08:00:00,Ak_Orgo-Hyatt_Regency,13119,3482.46,58.04,13.56,8,4,8,2024,False
2024-08-02,2024-08-02 08:00:00,Cosmopark-Vostok_5,6463,1264.3,21.07,18.4,8,4,8,2024,False
2024-08-02,2024-08-02 08:00:00,PVT-Globus,9234,2106.07,35.1,15.78,8,4,8,2024,False
2024-08-02,2024-08-02 08:00:00,Yuzhnye_Vorota-Dordoi,12761,3269.35,54.49,14.05,8,4,8,2024,False
2024-08-02,2024-08-02 08:00:00,Dzhal-Osh_Bazar,6848,1530.97,25.52,16.1,8,4,8,2024,False
2024-08-02,2024-08-02 08:00:00,Dordoi-Togolok_Moldo,11543,3439.76,57.33,12.08,8,4,8,2024,False
2024-08-02,2024-08-02 08:00:00,Tunguch-Philharmonia,10660,2029.6,33.83,18.91,8,4,8,2024,False
2024-08-02,2024-08-02 08:00:00,Vefa-Ortosay,8912,2124.17,35.4,15.1,8,4,8,2024,False
2024-08-02,2024-08-02 10:00:00,12_mkr-TSUM,8450,1435.53,23.93,21.19,10,4,8,2024,False
2024-08-02,2024-08-02 10:00:00,Ala_Too_Sq-Asanbai,7956,1165.9,19.43,24.57,10,4,8,2024,False
2024-08-02,2024-08-02 10:00:00,Ak_Orgo-Hyatt_Regency,13119,2712.68,45.21,17.41,10,4,8,2024,False
2024-08-02,2024-08-02 10:00:00,Cosmopark-Vostok_5,6463,813.6,13.56,28.6,10,4,8,2024,False
2024-08-02,2024-08-02 10:00:00,PVT-Globus,9234,1439.67,23.99,23.09,10,4,8,2024,False
2024-08-02,2024-08-02 10:00:00,Yuzhnye_Vorota-Dordoi,12761,2462.22,41.04,18.66,10,4,8,2024,False
2024-08-02,2024-08-02 10:00:00,Dordoi-Togolok_Moldo,11543,2429.74,40.5,17.1,10,4,8,2024,False
2024-08-02,2024-08-02 10:00:00,Tunguch-Philharmonia,10660,1542.17,25.7,24.88,10,4,8,2024,False
2024-08-02,2024-08-02 10:00:00,Vefa-Ortosay,8912,1575.05,26.25,20.37,10,4,8,2024,False
2024-08-02,2024-08-02 12:00:00,12_mkr-TSUM,8450,1113.31,18.56,27.32,12,4,8,2024,False
2024-08-02,2024-08-02 12:00:00,Ala_Too_Sq-Asanbai,7956,1035.36,17.26,27.66,12,4,8,2024,False
2024-08-02,2024-08-02 12:00:00,Ak_Orgo-Hyatt_Regency,13119,2359.19,39.32,20.02,12,4,8,2024,False
2024-08-02,2024-08-02 12:00:00,Cosmopark-Vostok_5,6463,777.97,12.97,29.91,12,4,8,2024,False
2024-08-02,2024-08-02 12:00:00,PVT-Globus,9234,1121.52,18.69,29.64,12,4,8,2024,False
2024-08-02,2024-08-02 12:00:00,Yuzhnye_Vorota-Dordoi,12761,2363.98,39.4,19.43,12,4,8,2024,False
2024-08-02,2024-08-02 12:00:00,Dzhal-Osh_Bazar,6848,966.61,16.11,25.5,12,4,8,2024,False
2024-08-02,2024-08-02 12:00:00,Tunguch-Philharmonia,10660,1376.68,22.94,27.88,12,4,8,2024,False
2024-08-02,2024-08-02 12:00:00,Vefa-Ortosay,8912,1123.33,18.72,28.56,12,4,8,2024,False
2024-08-02,2024-08-02 14:00:00,12_mkr-TSUM,8450,1148.01,19.13,26.5,14,4,8,2024,False
2024-08-02,2024-08-02 14:00:00,Cosmopark-Vostok_5,6463,667.43,11.12,34.86,14,4,8,2024,False
2024-08-02,2024-08-02 14:00:00,PVT-Globus,9234,1139.42,18.99,29.17,14,4,8,2024,False
2024-08-02,2024-08-02 14:00:00,Yuzhnye_Vorota-Dordoi,12761,2328.79,38.81,19.73,14,4,8,2024,False
2024-08-02,2024-08-02 14:00:00,Dzhal-Osh_Bazar,6848,958.8,15.98,25.71,14,4,8,2024,False
2024-08-02,2024-08-02 14:00:00,Dordoi-Togolok_Moldo,11543,1795.99,29.93,23.14,14,4,8,2024,False
2024-08-02,2024-08-02 14:00:00,Tunguch-Philharmonia,10660,1296.57,21.61,29.6,14,4,8,2024,False
2024-08-02,2024-08-02 14:00:00,Vefa-Ortosay,8912,1266.82,21.11,25.33,14,4,8,2024,False
2024-08-02,2024-08-02 18:00:00,12_mkr-TSUM,8450,1689.03,28.15,18.01,18,4,8,2024,False
2024-08-02,2024-08-02 18:00:00,Ala_Too_Sq-Asanbai,7956,1738.64,28.98,16.47,18,4,8,2024,False
2024-08-02,2024-08-02 18:00:00,Ak_Orgo-Hyatt_Regency,13119,3824.01,63.73,12.35,18,4,8,2024,False
2024-08-02,2024-08-02 18:00:00,Cosmopark-Vostok_5,6463,1077.3,17.95,21.6,18,4,8,2024,False
2024-08-02,2024-08-02 18:00:00,PVT-Globus,9234,1832.91,30.55,18.14,18,4,8,2024,False
2024-08-02,2024-08-02 18:00:00,Yuzhnye_Vorota-Dordoi,12761,3852.82,64.21,11.92,18,4,8,2024,False
2024-08-02,2024-08-02 18:00:00,Dzhal-Osh_Bazar,6848,1524.74,25.41,16.17,18,4,8,2024,False
2024-08-02,2024-08-02 18:00:00,Dordoi-Togolok_Moldo,11543,2869.6,47.83,14.48,18,4,8,2024,False
2024-08-02,2024-08-02 18:00:00,Tunguch-Philharmonia,10660,2115.98,35.27,18.14,18,4,8,2024,False
2024-08-02,2024-08-02 18:00:00,Vefa-Ortosay,8912,1778.43,29.64,18.04,18,4,8,2024,False
2024-08-02,2024-08-02 20:00:00,12_mkr-TSUM,8450,1240.7,20.68,24.52,20,4,8,2024,False
2024-08-02,2024-08-02 20:00:00,Ala_Too_Sq-Asanbai,7956,1366.73,22.78,20.96,20,4,8,2024,False
2024-08-02,2024-08-02 20:00:00,Ak_Orgo-Hyatt_Regency,13119,2652.04,44.2,17.81,20,4,8,2024,False
2024-08-02,2024-08-02 20:00:00,Cosmopark-Vostok_5,6463,820.71,13.68,28.35,20,4,8,2024,False
2024-08-02,2024-08-02 20:00:00,PVT-Globus,9234,1673.28,27.89,19.87,20,4,8,2024,False
2024-08-02,2024-08-02 20:00:00,Yuzhnye_Vorota-Dordoi,12761,2666.38,44.44,17.23,20,4,8,2024,False
2024-08-02,2024-08-02 20:00:00,Dzhal-Osh_Bazar,6848,984.62,16.41,25.04,20,4,8,2024,False
2024-08-02,2024-08-02 20:00:00,Dordoi-Togolok_Moldo,11543,2233.77,37.23,18.6,20,4,8,2024,False
2024-08-02,2024-08-02 20:00:00,Tunguch-Philharmonia,10660,1527.95,25.47,25.12,20,4,8,2024,False
2024-08-02,2024-08-02 20:00:00,Vefa-Ortosay,8912,1289.2,21.49,24.89,20,4,8,2024,False
2024-08-02,2024-08-02 22:00:00,12_mkr-TSUM,8450,1011.69,16.86,30.07,22,4,8,2024,False
2024-08-02,2024-08-02 22:00:00,Ala_Too_Sq-Asanbai,7956,954.19,15.9,30.02,22,4,8,2024,False
2024-08-02,2024-08-02 22:00:00,Ak_Orgo-Hyatt_Regency,13119,2419.75,40.33,19.52,22,4,8,2024,False
2024-08-02,2024-08-02 22:00:00,Cosmopark-Vostok_5,6463,694.48,11.57,33.5,22,4,8,2024,False
2024-08-02,2024-08-02 22:00:00,PVT-Globus,9234,1201.28,20.02,27.67,22,4,8,2024,False
2024-08-02,2024-08-02 22:00:00,Yuzhnye_Vorota-Dordoi,12761,2190.24,36.5,20.97,22,4,8,2024,False
2024-08-02,2024-08-02 22:00:00,Dzhal-Osh_Bazar,6848,972.11,16.2,25.36,22,4,8,2024,False
2024-08-02,2024-08-02 22:00:00,Dordoi-Togolok_Moldo,11543,2192.14,36.54,18.96,22,4,8,2024,False
2024-08-02,2024-08-02 22:00:00,Tunguch-Philharmonia,10660,1409.5,23.49,27.23,22,4,8,2024,False
2024-08-02,2024-08-02 22:00:00,Vefa-Ortosay,8912,1123.15,18.72,28.57,22,4,8,2024,False
2024-08-03,2024-08-03 00:00:00,Ala_Too_Sq-Asanbai,7956,764.32,12.74,37.47,0,5,8,2024,True
2024-08-03,2024-08-03 00:00:00,Ak_Orgo-Hyatt_Regency,13119,1392.0,23.2,33.93,0,5,8,2024,True
2024-08-03,2024-08-03 00:00:00,Cosmopark-Vostok_5,6463,531.8,8.86,43.75,0,5,8,2024,True
2024-08-03,2024-08-03 00:00:00,PVT-Globus,9234,869.79,14.5,38.22,0,5,8,2024,True
2024-08-03,2024-08-03 00:00:00,Yuzhnye_Vorota-Dordoi,12761,1546.0,25.77,29.72,0,5,8,2024,True
2024-08-03,2024-08-03 00:00:00,Dzhal-Osh_Bazar,6848,643.11,10.72,38.33,0,5,8,2024,True
2024-08-03,2024-08-03 00:00:00,Dordoi-Togolok_Moldo,11543,1273.66,21.23,32.63,0,5,8,2024,True
2024-08-03,2024-08-03 00:00:00,Tunguch-Philharmonia,10660,954.78,15.91,40.19,0,5,8,2024,True
2024-08-03,2024-08-03 00:00:00,Vefa-Ortosay,8912,811.22,13.52,39.55,0,5,8,2024,True
2024-08-03,2024-08-03 02:00:00,Ala_Too_Sq-Asanbai,7956,745.41,12.42,38.42,2,5,8,2024,True
2024-08-03,2024-08-03 02:00:00,Ak_Orgo-Hyatt_Regency,13119,1455.25,24.25,32.45,2,5,8,2024,True
2024-08-03,2024-08-03 02:00:00,Cosmopark-Vostok_5,6463,517.04,8.62,45.0,2,5,8,2024,True
2024-08-03,2024-08-03 02:00:00,PVT-Globus,9234,855.95,14.27,38.84,2,5,8,2024,True
2024-08-03,2024-08-03 02:00:00,Yuzhnye_Vorota-Dordoi,12761,1370.03,22.83,33.53,2,5,8,2024,True
2024-08-03,2024-08-03 02:00:00,Dzhal-Osh_Bazar,6848,701.69,11.69,35.13,2,5,8,2024,True
2024-08-03,2024-08-03 02:00:00,Dordoi-Togolok_Moldo,11543,1287.01,21.45,32.29,2,5,8,2024,True
2024-08-03,2024-08-03 02:00:00,Tunguch-Philharmonia,10660,910.93,15.18,42.13,2,5,8,2024,True
2024-08-03,2024-08-03 02:00:00,Vefa-Ortosay,8912,787.51,13.13,40.74,2,5,8,2024,True
2024-08-03,2024-08-03 04:00:00,12_mkr-TSUM,8450,839.78,14.0,36.22,4,5,8,2024,True
2024-08-03,2024-08-03 04:00:00,Ak_Orgo-Hyatt_Regency,13119,1519.37,25.32,31.08,4,5,8,2024,True
2024-08-03,2024-08-03 04:00:00,Cosmopark-Vostok_5,6463,564.74,9.41,41.2,4,5,8,2024,True
2024-08-03,2024-08-03 04:00:00,PVT-Globus,9234,824.27,13.74,40.33,4,5,8,2024,True
2024-08-03,2024-08-03 04:00:00,Yuzhnye_Vorota-Dordoi,12761,1401.81,23.36,32.77,4,5,8,2024,True
2024-08-03,2024-08-03 04:00:00,Dzhal-Osh_Bazar,6848,672.63,11.21,36.65,4,5,8,2024,True
2024-08-03,2024-08-03 04:00:00,Dordoi-Togolok_Moldo,11543,1510.96,25.18,27.5,4,5,8,2024,True
2024-08-03,2024-08-03 04:00:00,Tunguch-Philharmonia,10660,921.01,15.35,41.67,4,5,8,2024,True
2024-08-03,2024-08-03 04:00:00,Vefa-Ortosay,8912,835.97,13.93,38.38,4,5,8,2024,True
2024-08-03,2024-08-03 06:00:00,12_mkr-TSUM,8450,699.97,11.67,43.46,6,5,8,2024,True
2024-08-03,2024-08-03 06:00:00,Ala_Too_Sq-Asanbai,7956,822.95,13.72,34.8,6,5,8,2024,True
2024-08-03,2024-08-03 06:00:00,Ak_Orgo-Hyatt_Regency,13119,1391.9,23.2,33.93,6,5,8,2024,True
2024-08-03,2024-08-03 06:00:00,Cosmopark-Vostok_5,6463,517.04,8.62,45.0,6,5,8,2024,True
2024-08-03,2024-08-03 06:00:00,PVT-Globus,9234,759.93,12.67,43.74,6,5,8,2024,True
2024-08-03,2024-08-03 06:00:00,Yuzhnye_Vorota-Dordoi,12761,1323.65,22.06,34.71,6,5,8,2024,True
2024-08-03,2024-08-03 06:00:00,Dzhal-Osh_Bazar,6848,613.77,10.23,40.17,6,5,8,2024,True
2024-08-03,2024-08-03 06:00:00,Dordoi-Togolok_Moldo,11543,1327.19,22.12,31.31,6,5,8,2024,True
2024-08-03,2024-08-03 06:00:00,Tunguch-Philharmonia,10660,970.35,16.17,39.55,6,5,8,2024,True
2024-08-03,2024-08-03 06:00:00,Vefa-Ortosay,8912,774.67,12.91,41.42,6,5,8,2024,True
2024-08-03,2024-08-03 08:00:00,12_mkr-TSUM,8450,1763.66,29.39,17.25,8,5,8,2024,True
2024-08-03,2024-08-03 08:00:00,Ala_Too_Sq-Asanbai,7956,1512.25,25.2,18.94,8,5,8,2024,True
2024-08-03,2024-08-03 08:00:00,Ak_Orgo-Hyatt_Regency,13119,3205.02,53.42,14.74,8,5,8,2024,True
2024-08-03,2024-08-03 08:00:00,Cosmopark-Vostok_5,6463,1142.04,19.03,20.37,8,5,8,2024,True
2024-08-03,2024-08-03 08:00:00,Yuzhnye_Vorota-Dordoi,12761,3318.53,55.31,13.84,8,5,8,2024,True
2024-08-03,2024-08-03 08:00:00,Dzhal-Osh_Bazar,6848,1332.3,22.2,18.5,8,5,8,2024,True
2024-08-03,2024-08-03 08:00:00,Dordoi-Togolok_Moldo,11543,3033.48,50.56,13.7,8,5,8,2024,True
2024-08-03,2024-08-03 08:00:00,Tunguch-Philharmonia,10660,1993.86,33.23,19.25,8,5,8,2024,True
2024-08-03,2024-08-03 10:00:00,12_mkr-TSUM,8450,1232.25,20.54,24.69,10,5,8,2024,True
2024-08-03,2024-08-03 10:00:00,Ala_Too_Sq-Asanbai,7956,1262.54,21.04,22.69,10,5,8,2024,True
2024-08-03,2024-08-03 10:00:00,Ak_Orgo-Hyatt_Regency,13119,2199.11,36.65,21.48,10,5,8,2024,True
2024-08-03,2024-08-03 10:00:00,Cosmopark-Vostok_5,6463,772.6,12.88,30.12,10,5,8,2024,True
2024-08-03,2024-08-03 10:00:00,PVT-Globus,9234,1277.8,21.3,26.02,10,5,8,2024,True
2024-08-03,2024-08-03 10:00:00,Yuzhnye_Vorota-Dordoi,12761,2672.37,44.54,17.19,10,5,8,2024,True
2024-08-03,2024-08-03 10:00:00,Dzhal-Osh_Bazar,6848,950.26,15.84,25.94,10,5,8,2024,True
2024-08-03,2024-08-03 10:00:00,Dordoi-Togolok_Moldo,11543,1914.28,31.9,21.71,10,5,8,2024,True
2024-08-03,2024-08-03 10:00:00,Tunguch-Philharmonia,10660,1481.26,24.69,25.91,10,5,8,2024,True
