date,datetime,route_name,distance_m,duration_sec,duration_min,avg_speed_kmh,hour,day_of_week,month,year,is_weekend
2025-01-08,2025-01-08 06:00:00,Ak_Orgo-Hyatt_Regency,13119,2054.87,34.25,22.98,6,2,1,2025,False
2025-01-08,2025-01-08 06:00:00,Cosmopark-Vostok_5,6463,679.03,11.32,34.26,6,2,1,2025,False
2025-01-08,2025-01-08 06:00:00,PVT-Globus,9234,1192.06,19.87,27.89,6,2,1,2025,False
2025-01-08,2025-01-08 06:00:00,Dzhal-Osh_Bazar,6848,857.01,14.28,28.77,6,2,1,2025,False
2025-01-08,2025-01-08 06:00:00,Dordoi-Togolok_Moldo,11543,1819.29,30.32,22.84,6,2,1,2025,False
2025-01-08,2025-01-08 06:00:00,Tunguch-Philharmonia,10660,1421.31,23.69,27.0,6,2,1,2025,False
2025-01-08,2025-01-08 06:00:00,Vefa-Ortosay,8912,1028.29,17.14,31.2,6,2,1,2025,False
2025-01-08,2025-01-08 08:00:00,12_mkr-TSUM,8450,2184.45,36.41,13.93,8,2,1,2025,False
2025-01-08,2025-01-08 08:00:00,Ala_Too_Sq-Asanbai,7956,2037.26,33.95,14.06,8,2,1,2025,False
2025-01-08,2025-01-08 08:00:00,Ak_Orgo-Hyatt_Regency,13119,4443.19,74.05,10.63,8,2,1,2025,False
2025-01-08,2025-01-08 08:00:00,Cosmopark-Vostok_5,6463,1519.35,25.32,15.31,8,2,1,2025,False
2025-01-08,2025-01-08 08:00:00,PVT-Globus,9234,2440.57,40.68,13.62,8,2,1,2025,False
2025-01-08,2025-01-08 08:00:00,Yuzhnye_Vorota-Dordoi,12761,4047.78,67.46,11.35,8,2,1,2025,False
2025-01-08,2025-01-08 08:00:00,Dzhal-Osh_Bazar,6848,1878.87,31.31,13.12,8,2,1,2025,False
2025-01-08,2025-01-08 08:00:00,Dordoi-Togolok_Moldo,11543,4206.5,70.11,9.88,8,2,1,2025,False
2025-01-08,2025-01-08 08:00:00,Tunguch-Philharmonia,10660,2630.92,43.85,14.59,8,2,1,2025,False
2025-01-08,2025-01-08 08:00:00,Vefa-Ortosay,8912,2361.14,39.35,13.59,8,2,1,2025,False
2025-01-08,2025-01-08 10:00:00,12_mkr-TSUM,8450,1576.44,26.27,19.3,10,2,1,2025,False
2025-01-08,2025-01-08 10:00:00,Ala_Too_Sq-Asanbai,7956,1689.97,28.17,16.95,10,2,1,2025,False
2025-01-08,2025-01-08 10:00:00,Ak_Orgo-Hyatt_Regency,13119,2903.26,48.39,16.27,10,2,1,2025,False
2025-01-08,2025-01-08 10:00:00,Cosmopark-Vostok_5,6463,1154.07,19.23,20.16,10,2,1,2025,False
2025-01-08,2025-01-08 10:00:00,PVT-Globus,9234,1957.49,32.62,16.98,10,2,1,2025,False
2025-01-08,2025-01-08 10:00:00,Yuzhnye_Vorota-Dordoi,12761,3190.15,53.17,14.4,10,2,1,2025,False
2025-01-08,2025-01-08 10:00:00,Dzhal-Osh_Bazar,6848,1502.29,25.04,16.41,10,2,1,2025,False
2025-01-08,2025-01-08 10:00:00,Dordoi-Togolok_Moldo,11543,2622.56,43.71,15.85,10,2,1,2025,False
2025-01-08,2025-01-08 10:00:00,Vefa-Ortosay,8912,1568.64,26.14,20.45,10,2,1,2025,False
2025-01-08,2025-01-08 12:00:00,Ala_Too_Sq-Asanbai,7956,1156.68,19.28,24.76,12,2,1,2025,False
2025-01-08,2025-01-08 12:00:00,Ak_Orgo-Hyatt_Regency,13119,2879.29,47.99,16.4,12,2,1,2025,False
2025-01-08,2025-01-08 12:00:00,PVT-Globus,9234,1605.92,26.77,20.7,12,2,1,2025,False
2025-01-08,2025-01-08 12:00:00,Yuzhnye_Vorota-Dordoi,12761,2908.24,48.47,15.8,12,2,1,2025,False
2025-01-08,2025-01-08 12:00:00,Dzhal-Osh_Bazar,6848,1112.99,18.55,22.15,12,2,1,2025,False
2025-01-08,2025-01-08 12:00:00,Dordoi-Togolok_Moldo,11543,2573.05,42.88,16.15,12,2,1,2025,False
2025-01-08,2025-01-08 12:00:00,Tunguch-Philharmonia,10660,1921.99,32.03,19.97,12,2,1,2025,False
2025-01-08,2025-01-08 12:00:00,Vefa-Ortosay,8912,1377.39,22.96,23.29,12,2,1,2025,False
2025-01-08,2025-01-08 14:00:00,12_mkr-TSUM,8450,1266.96,21.12,24.01,14,2,1,2025,False
2025-01-08,2025-01-08 14:00:00,Ala_Too_Sq-Asanbai,7956,1244.35,20.74,23.02,14,2,1,2025,False
2025-01-08,2025-01-08 14:00:00,Ak_Orgo-Hyatt_Regency,13119,2502.52,41.71,18.87,14,2,1,2025,False
2025-01-08,2025-01-08 14:00:00,Cosmopark-Vostok_5,6463,805.1,13.42,28.9,14,2,1,2025,False
2025-01-08,2025-01-08 14:00:00,PVT-Globus,9234,1453.08,24.22,22.88,14,2,1,2025,False
2025-01-08,2025-01-08 14:00:00,Yuzhnye_Vorota-Dordoi,12761,2374.35,39.57,19.35,14,2,1,2025,False
2025-01-08,2025-01-08 14:00:00,Dzhal-Osh_Bazar,6848,1111.69,18.53,22.18,14,2,1,2025,False
2025-01-08,2025-01-08 14:00:00,Dordoi-Togolok_Moldo,11543,2114.68,35.24,19.65,14,2,1,2025,False
2025-01-08,2025-01-08 16:00:00,12_mkr-TSUM,8450,1497.78,24.96,20.31,16,2,1,2025,False
2025-01-08,2025-01-08 16:00:00,Ala_Too_Sq-Asanbai,7956,1487.19,24.79,19.26,16,2,1,2025,False
2025-01-08,2025-01-08 16:00:00,Ak_Orgo-Hyatt_Regency,13119,3359.78,56.0,14.06,16,2,1,2025,False
2025-01-08,2025-01-08 16:00:00,Cosmopark-Vostok_5,6463,1195.0,19.92,19.47,16,2,1,2025,False
2025-01-08,2025-01-08 16:00:00,PVT-Globus,9234,1764.55,29.41,18.84,16,2,1,2025,False
2025-01-08,2025-01-08 16:00:00,Yuzhnye_Vorota-Dordoi,12761,3061.55,51.03,15.01,16,2,1,2025,False
2025-01-08,2025-01-08 16:00:00,Dzhal-Osh_Bazar,6848,1240.14,20.67,19.88,16,2,1,2025,False
2025-01-08,2025-01-08 16:00:00,Dordoi-Togolok_Moldo,11543,2529.84,42.16,16.43,16,2,1,2025,False
2025-01-08,2025-01-08 16:00:00,Vefa-Ortosay,8912,1884.65,31.41,17.02,16,2,1,2025,False
2025-01-08,2025-01-08 18:00:00,12_mkr-TSUM,8450,2021.32,33.69,15.05,18,2,1,2025,False
2025-01-08,2025-01-08 18:00:00,Ala_Too_Sq-Asanbai,7956,2325.58,38.76,12.32,18,2,1,2025,False
2025-01-08,2025-01-08 18:00:00,Cosmopark-Vostok_5,6463,1447.83,24.13,16.07,18,2,1,2025,False
2025-01-08,2025-01-08 18:00:00,PVT-Globus,9234,2679.04,44.65,12.41,18,2,1,2025,False
2025-01-08,2025-01-08 18:00:00,Yuzhnye_Vorota-Dordoi,12761,4209.65,70.16,10.91,18,2,1,2025,False
2025-01-08,2025-01-08 18:00:00,Dzhal-Osh_Bazar,6848,1768.78,29.48,13.94,18,2,1,2025,False
2025-01-08,2025-01-08 18:00:00,Dordoi-Togolok_Moldo,11543,3523.01,58.72,11.8,18,2,1,2025,False
2025-01-08,2025-01-08 18:00:00,Tunguch-Philharmonia,10660,2818.59,46.98,13.62,18,2,1,2025,False
2025-01-08,2025-01-08 18:00:00,Vefa-Ortosay,8912,2351.36,39.19,13.64,18,2,1,2025,False
2025-01-08,2025-01-08 20:00:00,12_mkr-TSUM,8450,1855.73,30.93,16.39,20,2,1,2025,False
2025-01-08,2025-01-08 20:00:00,Ala_Too_Sq-Asanbai,7956,1427.45,23.79,20.06,20,2,1,2025,False
2025-01-08,2025-01-08 20:00:00,Ak_Orgo-Hyatt_Regency,13119,3470.8,57.85,13.61,20,2,1,2025,False
2025-01-08,2025-01-08 20:00:00,Cosmopark-Vostok_5,6463,966.77,16.11,24.07,20,2,1,2025,False
2025-01-08,2025-01-08 20:00:00,PVT-Globus,9234,1943.38,32.39,17.11,20,2,1,2025,False
2025-01-08,2025-01-08 20:00:00,Yuzhnye_Vorota-Dordoi,12761,3128.34,52.14,14.68,20,2,1,2025,False
2025-01-08,2025-01-08 20:00:00,Dzhal-Osh_Bazar,6848,1413.63,23.56,17.44,20,2,1,2025,False
2025-01-08,2025-01-08 20:00:00,Dordoi-Togolok_Moldo,11543,2545.22,42.42,16.33,20,2,1,2025,False
2025-01-08,2025-01-08 20:00:00,Tunguch-Philharmonia,10660,2096.59,34.94,18.3,20,2,1,2025,False
2025-01-08,2025-01-08 20:00:00,Vefa-Ortosay,8912,1647.79,27.46,19.47,20,2,1,2025,False
2025-01-08,2025-01-08 22:00:00,12_mkr-TSUM,8450,1428.58,23.81,21.29,22,2,1,2025,False
2025-01-08,2025-01-08 22:00:00,Ala_Too_Sq-Asanbai,7956,1204.46,20.07,23.78,22,2,1,2025,False
2025-01-08,2025-01-08 22:00:00,Cosmopark-Vostok_5,6463,972.38,16.21,23.93,22,2,1,2025,False
2025-01-08,2025-01-08 22:00:00,PVT-Globus,9234,1491.81,24.86,22.28,22,2,1,2025,False
2025-01-08,2025-01-08 22:00:00,Yuzhnye_Vorota-Dordoi,12761,2336.97,38.95,19.66,22,2,1,2025,False
2025-01-08,2025-01-08 22:00:00,Dzhal-Osh_Bazar,6848,1208.0,20.13,20.41,22,2,1,2025,False
2025-01-08,2025-01-08 22:00:00,Dordoi-Togolok_Moldo,11543,2174.37,36.24,19.11,22,2,1,2025,False
2025-01-08,2025-01-08 22:00:00,Tunguch-Philharmonia,10660,1606.04,26.77,23.89,22,2,1,2025,False
2025-01-08,2025-01-08 22:00:00,Vefa-Ortosay,8912,1475.44,24.59,21.74,22,2,1,2025,False
2025-01-09,2025-01-09 00:00:00,12_mkr-TSUM,8450,1088.36,18.14,27.95,0,3,1,2025,False
2025-01-09,2025-01-09 00:00:00,Ala_Too_Sq-Asanbai,7956,1097.53,18.29,26.1,0,3,1,2025,False
2025-01-09,2025-01-09 00:00:00,Ak_Orgo-Hyatt_Regency,13119,1990.6,33.18,23.73,0,3,1,2025,False
2025-01-09,2025-01-09 00:00:00,Cosmopark-Vostok_5,6463,600.95,10.02,38.72,0,3,1,2025,False
2025-01-09,2025-01-09 00:00:00,Yuzhnye_Vorota-Dordoi,12761,1835.57,30.59,25.03,0,3,1,2025,False
2025-01-09,2025-01-09 00:00:00,Dzhal-Osh_Bazar,6848,942.26,15.7,26.16,0,3,1,2025,False
2025-01-09,2025-01-09 00:00:00,Dordoi-Togolok_Moldo,11543,1670.92,27.85,24.87,0,3,1,2025,False
2025-01-09,2025-01-09 00:00:00,Tunguch-Philharmonia,10660,1323.5,22.06,29.0,0,3,1,2025,False
2025-01-09,2025-01-09 00:00:00,Vefa-Ortosay,8912,1087.31,18.12,29.51,0,3,1,2025,False
2025-01-09,2025-01-09 02:00:00,12_mkr-TSUM,8450,945.89,15.76,32.16,2,3,1,2025,False
2025-01-09,2025-01-09 02:00:00,Ala_Too_Sq-Asanbai,7956,1055.6,17.59,27.13,2,3,1,2025,False
2025-01-09,2025-01-09 02:00:00,Ak_Orgo-Hyatt_Regency,13119,2149.06,35.82,21.98,2,3,1,2025,False
2025-01-09,2025-01-09 02:00:00,Cosmopark-Vostok_5,6463,723.12,12.05,32.18,2,3,1,2025,False
2025-01-09,2025-01-09 02:00:00,PVT-Globus,9234,1187.69,19.79,27.99,2,3,1,2025,False
2025-01-09,2025-01-09 02:00:00,Yuzhnye_Vorota-Dordoi,12761,2000.67,33.34,22.96,2,3,1,2025,False
2025-01-09,2025-01-09 02:00:00,Dzhal-Osh_Bazar,6848,796.32,13.27,30.96,2,3,1,2025,False
2025-01-09,2025-01-09 02:00:00,Dordoi-Togolok_Moldo,11543,1615.02,26.92,25.73,2,3,1,2025,False
2025-01-09,2025-01-09 02:00:00,Tunguch-Philharmonia,10660,1437.25,23.95,26.7,2,3,1,2025,False
2025-01-09,2025-01-09 02:00:00,Vefa-Ortosay,8912,967.31,16.12,33.17,2,3,1,2025,False
2025-01-09,2025-01-09 04:00:00,12_mkr-TSUM,8450,1087.08,18.12,27.98,4,3,1,2025,False
2025-01-09,2025-01-09 04:00:00,Ak_Orgo-Hyatt_Regency,13119,1798.05,29.97,26.27,4,3,1,2025,False
2025-01-09,2025-01-09 04:00:00,Cosmopark-Vostok_5,6463,757.86,12.63,30.7,4,3,1,2025,False
2025-01-09,2025-01-09 04:00:00,PVT-Globus,9234,1060.94,17.68,31.33,4,3,1,2025,False
2025-01-09,2025-01-09 04:00:00,Yuzhnye_Vorota-Dordoi,12761,1771.96,29.53,25.93,4,3,1,2025,False
2025-01-09,2025-01-09 04:00:00,Dzhal-Osh_Bazar,6848,902.28,15.04,27.32,4,3,1,2025,False
2025-01-09,2025-01-09 04:00:00,Dordoi-Togolok_Moldo,11543,1687.09,28.12,24.63,4,3,1,2025,False
2025-01-09,2025-01-09 04:00:00,Tunguch-Philharmonia,10660,1449.02,24.15,26.48,4,3,1,2025,False
2025-01-09,2025-01-09 04:00:00,Vefa-Ortosay,8912,1210.28,20.17,26.51,4,3,1,2025,False
2025-01-09,2025-01-09 06:00:00,12_mkr-TSUM,8450,1043.06,17.38,29.16,6,3,1,2025,False
2025-01-09,2025-01-09 06:00:00,Ala_Too_Sq-Asanbai,7956,994.85,16.58,28.79,6,3,1,2025,False
2025-01-09,2025-01-09 06:00:00,Ak_Orgo-Hyatt_Regency,13119,2047.32,34.12,23.07,6,3,1,2025,False
2025-01-09,2025-01-09 06:00:00,Cosmopark-Vostok_5,6463,642.45,10.71,36.22,6,3,1,2025,False
2025-01-09,2025-01-09 06:00:00,PVT-Globus,9234,1245.49,20.76,26.69,6,3,1,2025,False
2025-01-09,2025-01-09 06:00:00,Dzhal-Osh_Bazar,6848,921.58,15.36,26.75,6,3,1,2025,False
2025-01-09,2025-01-09 06:00:00,Dordoi-Togolok_Moldo,11543,1718.73,28.65,24.18,6,3,1,2025,False
2025-01-09,2025-01-09 06:00:00,Vefa-Ortosay,8912,1212.68,20.21,26.46,6,3,1,2025,False
2025-01-09,2025-01-09 08:00:00,12_mkr-TSUM,8450,2155.25,35.92,14.11,8,3,1,2025,False
2025-01-09,2025-01-09 08:00:00,Ala_Too_Sq-Asanbai,7956,1948.93,32.48,14.7,8,3,1,2025,False
2025-01-09,2025-01-09 08:00:00,PVT-Globus,9234,2516.43,41.94,13.21,8,3,1,2025,False
2025-01-09,2025-01-09 08:00:00,Yuzhnye_Vorota-Dordoi,12761,3944.35,65.74,11.65,8,3,1,2025,False
2025-01-09,2025-01-09 08:00:00,Dzhal-Osh_Bazar,6848,1895.16,31.59,13.01,8,3,1,2025,False
2025-01-09,2025-01-09 08:00:00,Dordoi-Togolok_Moldo,11543,4050.23,67.5,10.26,8,3,1,2025,False
2025-01-09,2025-01-09 08:00:00,Vefa-Ortosay,8912,2503.96,41.73,12.81,8,3,1,2025,False
2025-01-09,2025-01-09 10:00:00,12_mkr-TSUM,8450,1650.03,27.5,18.44,10,3,1,2025,False
2025-01-09,2025-01-09 10:00:00,Ala_Too_Sq-Asanbai,7956,1440.38,24.01,19.88,10,3,1,2025,False
2025-01-09,2025-01-09 10:00:00,Ak_Orgo-Hyatt_Regency,13119,3068.21,51.14,15.39,10,3,1,2025,False
2025-01-09,2025-01-09 10:00:00,Cosmopark-Vostok_5,6463,1026.51,17.11,22.67,10,3,1,2025,False
2025-01-09,2025-01-09 10:00:00,PVT-Globus,9234,1865.88,31.1,17.82,10,3,1,2025,False
2025-01-09,2025-01-09 10:00:00,Yuzhnye_Vorota-Dordoi,12761,3019.5,50.33,15.21,10,3,1,2025,False
2025-01-09,2025-01-09 10:00:00,Dzhal-Osh_Bazar,6848,1218.55,20.31,20.23,10,3,1,2025,False
2025-01-09,2025-01-09 10:00:00,Dordoi-Togolok_Moldo,11543,2637.69,43.96,15.75,10,3,1,2025,False
2025-01-09,2025-01-09 10:00:00,Tunguch-Philharmonia,10660,1943.41,32.39,19.75,10,3,1,2025,False
2025-01-09,2025-01-09 10:00:00,Vefa-Ortosay,8912,1778.29,29.64,18.04,10,3,1,2025,False
2025-01-09,2025-01-09 12:00:00,12_mkr-TSUM,8450,1327.78,22.13,22.91,12,3,1,2025,False
2025-01-09,2025-01-09 12:00:00,Ala_Too_Sq-Asanbai,7956,1234.51,20.58,23.2,12,3,1,2025,False
2025-01-09,2025-01-09 12:00:00,Ak_Orgo-Hyatt_Regency,13119,2798.7,46.64,16.88,12,3,1,2025,False
2025-01-09,2025-01-09 12:00:00,Cosmopark-Vostok_5,6463,980.05,16.33,23.74,12,3,1,2025,False
2025-01-09,2025-01-09 12:00:00,PVT-Globus,9234,1604.91,26.75,20.71,12,3,1,2025,False
2025-01-09,2025-01-09 12:00:00,Yuzhnye_Vorota-Dordoi,12761,2326.74,38.78,19.74,12,3,1,2025,False
2025-01-09,2025-01-09 12:00:00,Dzhal-Osh_Bazar,6848,1019.17,16.99,24.19,12,3,1,2025,False
2025-01-09,2025-01-09 12:00:00,Tunguch-Philharmonia,10660,1864.26,31.07,20.59,12,3,1,2025,False
2025-01-09,2025-01-09 12:00:00,Vefa-Ortosay,8912,1347.49,22.46,23.81,12,3,1,2025,False
2025-01-09,2025-01-09 14:00:00,12_mkr-TSUM,8450,1461.52,24.36,20.81,14,3,1,2025,False
2025-01-09,2025-01-09 14:00:00,Ala_Too_Sq-Asanbai,7956,1309.74,21.83,21.87,14,3,1,2025,False
2025-01-09,2025-01-09 14:00:00,Ak_Orgo-Hyatt_Regency,13119,2501.99,41.7,18.88,14,3,1,2025,False
2025-01-09,2025-01-09 14:00:00,Cosmopark-Vostok_5,6463,848.88,14.15,27.41,14,3,1,2025,False
2025-01-09,2025-01-09 14:00:00,PVT-Globus,9234,1479.74,24.66,22.47,14,3,1,2025,False
2025-01-09,2025-01-09 14:00:00,Yuzhnye_Vorota-Dordoi,12761,2347.76,39.13,19.57,14,3,1,2025,False
2025-01-09,2025-01-09 14:00:00,Dzhal-Osh_Bazar,6848,1258.35,20.97,19.59,14,3,1,2025,False
2025-01-09,2025-01-09 14:00:00,Dordoi-Togolok_Moldo,11543,2423.63,40.39,17.15,14,3,1,2025,False
2025-01-09,2025-01-09 14:00:00,Tunguch-Philharmonia,10660,1601.78,26.7,23.96,14,3,1,2025,False
2025-01-09,2025-01-09 14:00:00,Vefa-Ortosay,8912,1405.98,23.43,22.82,14,3,1,2025,False
2025-01-09,2025-01-09 16:00:00,Ala_Too_Sq-Asanbai,7956,1622.27,27.04,17.66,16,3,1,2025,False
2025-01-09,2025-01-09 16:00:00,Ak_Orgo-Hyatt_Regency,13119,3166.76,52.78,14.91,16,3,1,2025,False
2025-01-09,2025-01-09 16:00:00,PVT-Globus,9234,1742.51,29.04,19.08,16,3,1,2025,False
2025-01-09,2025-01-09 16:00:00,Yuzhnye_Vorota-Dordoi,12761,3326.65,55.44,13.81,16,3,1,2025,False
2025-01-09,2025-01-09 16:00:00,Dzhal-Osh_Bazar,6848,1382.47,23.04,17.83,16,3,1,2025,False
2025-01-09,2025-01-09 16:00:00,Dordoi-Togolok_Moldo,11543,2953.49,49.22,14.07,16,3,1,2025,False
2025-01-09,2025-01-09 16:00:00,Vefa-Ortosay,8912,1837.37,30.62,17.46,16,3,1,2025,False
2025-01-09,2025-01-09 18:00:00,12_mkr-TSUM,8450,2150.25,35.84,14.15,18,3,1,2025,False
2025-01-09,2025-01-09 18:00:00,Ala_Too_Sq-Asanbai,7956,2088.84,34.81,13.71,18,3,1,2025,False
2025-01-09,2025-01-09 18:00:00,Ak_Orgo-Hyatt_Regency,13119,4373.57,72.89,10.8,18,3,1,2025,False
2025-01-09,2025-01-09 18:00:00,Cosmopark-Vostok_5,6463,1554.53,25.91,14.97,18,3,1,2025,False
2025-01-09,2025-01-09 18:00:00,PVT-Globus,9234,2335.05,38.92,14.24,18,3,1,2025,False
2025-01-09,2025-01-09 18:00:00,Dzhal-Osh_Bazar,6848,1691.21,28.19,14.58,18,3,1,2025,False
2025-01-09,2025-01-09 18:00:00,Tunguch-Philharmonia,10660,2844.42,47.41,13.49,18,3,1,2025,False
2025-01-09,2025-01-09 18:00:00,Vefa-Ortosay,8912,2573.07,42.88,12.47,18,3,1,2025,False
2025-01-09,2025-01-09 20:00:00,12_mkr-TSUM,8450,1674.85,27.91,18.16,20,3,1,2025,False
2025-01-09,2025-01-09 20:00:00,Ala_Too_Sq-Asanbai,7956,1538.07,25.63,18.62,20,3,1,2025,False
2025-01-09,2025-01-09 20:00:00,Ak_Orgo-Hyatt_Regency,13119,2836.5,47.28,16.65,20,3,1,2025,False
2025-01-09,2025-01-09 20:00:00,Cosmopark-Vostok_5,6463,1142.41,19.04,20.37,20,3,1,2025,False
2025-01-09,2025-01-09 20:00:00,PVT-Globus,9234,1910.06,31.83,17.4,20,3,1,2025,False
2025-01-09,2025-01-09 20:00:00,Yuzhnye_Vorota-Dordoi,12761,3160.31,52.67,14.54,20,3,1,2025,False
2025-01-09,2025-01-09 20:00:00,Dzhal-Osh_Bazar,6848,1428.83,23.81,17.25,20,3,1,2025,False
2025-01-09,2025-01-09 20:00:00,Dordoi-Togolok_Moldo,11543,2829.12,47.15,14.69,20,3,1,2025,False
2025-01-09,2025-01-09 20:00:00,Tunguch-Philharmonia,10660,1993.35,33.22,19.25,20,3,1,2025,False
2025-01-09,2025-01-09 20:00:00,Vefa-Ortosay,8912,1591.4,26.52,20.16,20,3,1,2025,False
2025-01-09,2025-01-09 22:00:00,Ala_Too_Sq-Asanbai,7956,1175.11,19.59,24.37,22,3,1,2025,False
2025-01-09,2025-01-09 22:00:00,Ak_Orgo-Hyatt_Regency,13119,2436.41,40.61,19.38,22,3,1,2025,False
2025-01-09,2025-01-09 22:00:00,Cosmopark-Vostok_5,6463,922.14,15.37,25.23,22,3,1,2025,False
2025-01-09,2025-01-09 22:00:00,PVT-Globus,9234,1493.55,24.89,22.26,22,3,1,2025,False
2025-01-09,2025-01-09 22:00:00,Yuzhnye_Vorota-Dordoi,12761,2927.99,48.8,15.69,22,3,1,2025,False
2025-01-09,2025-01-09 22:00:00,Dzhal-Osh_Bazar,6848,1164.15,19.4,21.18,22,3,1,2025,False
2025-01-09,2025-01-09 22:00:00,Dordoi-Togolok_Moldo,11543,2161.07,36.02,19.23,22,3,1,2025,False
2025-01-09,2025-01-09 22:00:00,Tunguch-Philharmonia,10660,1574.62,26.24,24.37,22,3,1,2025,False
2025-01-09,2025-01-09 22:00:00,Vefa-Ortosay,8912,1344.2,22.4,23.87,22,3,1,2025,False
2025-01-10,2025-01-10 00:00:00,12_mkr-TSUM,8450,1145.66,19.09,26.55,0,4,1,2025,False
2025-01-10,2025-01-10 00:00:00,Ala_Too_Sq-Asanbai,7956,1018.19,16.97,28.13,0,4,1,2025,False
2025-01-10,2025-01-10 00:00:00,Ak_Orgo-Hyatt_Regency,13119,2113.12,35.22,22.35,0,4,1,2025,False
2025-01-10,2025-01-10 00:00:00,Cosmopark-Vostok_5,6463,703.39,11.72,33.08,0,4,1,2025,False
2025-01-10,2025-01-10 00:00:00,PVT-Globus,9234,1272.55,21.21,26.12,0,4,1,2025,False
2025-01-10,2025-01-10 00:00:00,Yuzhnye_Vorota-Dordoi,12761,2059.45,34.32,22.31,0,4,1,2025,False
2025-01-10,2025-01-10 00:00:00,Dzhal-Osh_Bazar,6848,918.57,15.31,26.84,0,4,1,2025,False
2025-01-10,2025-01-10 00:00:00,Dordoi-Togolok_Moldo,11543,1586.29,26.44,26.2,0,4,1,2025,False
2025-01-10,2025-01-10 00:00:00,Tunguch-Philharmonia,10660,1154.63,19.24,33.24,0,4,1,2025,False
2025-01-10,2025-01-10 00:00:00,Vefa-Ortosay,8912,1202.92,20.05,26.67,0,4,1,2025,False
2025-01-10,2025-01-10 02:00:00,12_mkr-TSUM,8450,1034.49,17.24,29.41,2,4,1,2025,False
2025-01-10,2025-01-10 02:00:00,Ala_Too_Sq-Asanbai,7956,955.8,15.93,29.97,2,4,1,2025,False
